"","Artist.Reputation","Height","Material","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Weight_log","Price_of_Sculpture_log","Cost_log"
"5629",0.35,19,"High_segment",39.73,"No","No","No","Roadways","No","Wealthy",12.871979658736,6.47016462736861,8.27383672865081
"5630",0.6,36,"High_segment",29.04,"No","No","No","unknown","No","Working Class",8.02731225331902,8.63458681792939,10.6101531955401
"5631",0.45,29,"Medium_segment",65.72,"Yes","No","No","unknown","No","Working Class",10.8630293264046,3.62193804836005,6.44027645971951
"5632",0.65,9,"Low_segment",12.37,"Yes","Yes","No","Airways","No","Working Class",4.85203026391962,1.75958057086382,5.52851597233592
"5633",0.26,33,"Low_segment",16.53,"No","No","No","Waterways","No","Working Class",7.74975340627444,1.93152141160321,5.14218973383656
"5634",0.91,15,"Medium_segment",13.39,"Yes","No","Yes","Waterways","No","Working Class",7.99429498641598,1.69009581545155,6.37546765191681
"5635",0.41,20,"Medium_segment",22.29,"No","No","No","Airways","No","Working Class",8.02731225331902,1.86562931779451,5.39312742131068
"5636",0.22,9,"Low_segment",21.1,"No","No","No","Airways","No","Wealthy",4.56434819146784,1.12492959698548,5.01972717077447
"5637",0.92,13,"High_segment",65.49,"Yes","No","No","Waterways","No","Working Class",10.3598041908017,5.42375988223855,7.62934413317338
"5638",0.5,12,"High_segment",43.47,"Yes","No","No","Airways","No","Wealthy",10.7138620588187,5.14259879154862,6.85300337892838
"5640",0.54,37,"Low_segment",15.39,"Yes","No","No","unknown","No","Working Class",7.90470391387375,2.09309786812732,6.18258065158343
"5641",0.11,45,"Medium_segment",57.94,"No","No","Yes","unknown","No","Working Class",11.7224081298266,6.07867382118136,7.10604860528579
"5642",0.41,12,"High_segment",66.25,"No","Yes","No","Roadways","No","Working Class",10.4149329841815,3.63045553397622,6.63188319328971
"5643",0.32,28,"Low_segment",74.38,"No","No","No","Roadways","Yes","Working Class",8.75447630628417,1.86252854011626,6.50031321798975
"5644",0.88,19,"Low_segment",16.75,"Yes","No","No","Airways","No","Working Class",8.02731225331902,1.51732262352629,6.12697834846122
"5645",0.4,20,"Low_segment",16.8,"No","Yes","Yes","Roadways","No","Working Class",5.8805329864007,1.83258146374831,5.48740763053736
"5646",0.33,12,"High_segment",65.8,"No","No","Yes","Roadways","No","Working Class",8.02731225331902,4.49524370660949,7.03415001615371
"5647",0.69,20,"unknown",17.61,"No","No","No","unknown","No","Working Class",8.02731225331902,2.79545039138304,5.52301970232624
"5648",0.21,24,"Medium_segment",47.72,"Yes","No","Yes","Waterways","No","Working Class",9.44184883962202,3.13766576944266,5.88418552562753
"5649",0.5,25,"High_segment",86.33,"Yes","Yes","Yes","Airways","No","Working Class",11.6055228776377,6.50439295846568,9.0176544906455
"5650",0.45,17,"unknown",18.1,"No","Yes","Yes","Roadways","Yes","Working Class",7.01929665371504,2.01756613796175,6.82412363878788
"5651",0.33,5,"unknown",22.18,"No","No","Yes","Roadways","No","Working Class",8.02731225331902,1.38629436111989,5.38742654161981
"5652",0.89,9,"High_segment",19.9,"Yes","Yes","Yes","Airways","No","Working Class",7.68109900153636,2.28033948404673,7.97054002451213
"5653",0.71,7,"High_segment",24.39,"Yes","Yes","No","Airways","No","Working Class",8.18283871076603,2.48073127837752,6.11946190517134
"5654",0.26,15,"Medium_segment",19.07,"No","No","No","Waterways","No","Working Class",7.99361999482774,1.77833644889591,5.15594702525631
"5655",0.45,4,"Medium_segment",14.8,"Yes","No","No","Airways","No","Working Class",8.02731225331902,1.86252854011626,6.12881052992343
"5657",0.82,19,"Low_segment",15.07,"Yes","No","No","Waterways","Yes","Working Class",8.22309055116153,2.60933422816305,6.14613651961003
"5658",0.83,3,"Medium_segment",24.73,"No","No","Yes","unknown","No","Wealthy",4.20469261939097,1.86562931779451,6.11412455984387
"5659",0.76,33,"Low_segment",95.14,"No","No","No","Roadways","Yes","Working Class",9.220488703028,3.03013370027132,7.98114890005053
"5660",0.45,20,"Low_segment",19.65,"No","No","No","unknown","Yes","Working Class",2.70805020110221,1.55180879959746,4.8255900313807
"5661",0.33,25,"Low_segment",20.8,"Yes","No","No","Waterways","No","Working Class",5.61312810638807,1.86408013080768,5.47984694314178
"5662",0.42,28,"Low_segment",12.42,"No","No","No","Airways","No","Working Class",4.76217393479776,1.86717610851281,5.12983954157473
"5663",0.24,16,"Medium_segment",13.39,"Yes","No","Yes","Waterways","No","Working Class",8.18618599422608,2.82316300820271,5.30434913877976
"5664",0.3,17,"Medium_segment",18.19,"No","No","Yes","Roadways","No","Working Class",8.01631789850341,1.61740608208328,5.40847137503993
"5665",0.62,16,"High_segment",76.7,"No","No","Yes","Roadways","No","Working Class",11.3951099287857,6.04325022025721,8.09117429396031
"5666",0.56,4,"Low_segment",14.76,"Yes","No","No","Waterways","No","Working Class",3.3322045101752,1.80170980008122,5.16329915486995
"5667",0.28,6,"Medium_segment",18.47,"Yes","No","No","Airways","No","Working Class",5.21493575760899,1.78507048107726,5.25832835833167
"5668",0.45,23,"High_segment",38.35,"Yes","Yes","No","unknown","No","Working Class",11.5911264777644,4.72206393745959,7.29826240552391
"5669",0.6,19,"Medium_segment",22.19,"No","Yes","No","Airways","No","Wealthy",8.43620003220671,2.86733055874947,6.18616747079034
"5670",0.09,13,"Low_segment",14.83,"No","No","Yes","Roadways","No","Working Class",5.05624580534831,1.48160454092422,4.79521186579718
"5671",0.71,20,"High_segment",84.03,"No","No","No","Roadways","No","Working Class",11.5342465466739,6.19676994029231,8.37214429771139
"5672",0.97,6,"High_segment",24.58,"Yes","No","No","Waterways","No","Working Class",7.77022320415879,1.3787660946991,6.01197770623035
"5673",0.39,7,"Low_segment",23.68,"No","Yes","Yes","Roadways","No","Wealthy",3.36729582998647,1.63119940421561,5.54794704309807
"5674",0.45,51,"Medium_segment",80.95,"Yes","No","Yes","Waterways","No","Working Class",10.5579718643187,5.57333204527214,8.05350239425014
"5675",0.44,10,"Medium_segment",14.45,"No","Yes","Yes","Roadways","No","Working Class",6.78558764500793,1.26129787094521,5.309603438565
"5676",0.61,45,"Low_segment",92.02,"No","Yes","Yes","Roadways","Yes","Working Class",8.84822206837138,3.32755084149386,7.73971177439865
"5677",0.02,32,"High_segment",38.65,"No","No","No","Waterways","No","Wealthy",13.226280051224,6.31191628088919,6.87674953041848
"5678",0.18,13,"Low_segment",10.75,"No","No","No","Roadways","No","Working Class",5.00394630594546,1.28093384546206,4.59198362418392
"5679",0.64,11,"Low_segment",21.89,"No","No","Yes","Roadways","Yes","Working Class",6.57786135772105,1.6467336971778,5.82947488928595
"5680",0.32,9,"Medium_segment",16.01,"Yes","No","Yes","Airways","No","Working Class",6.73815249459596,1.42791603581071,5.23356548931834
"5681",0.64,44,"Medium_segment",37.42,"No","No","Yes","Roadways","No","Wealthy",11.705601561343,4.39962094307483,8.66465411607419
"5682",0.46,20,"Medium_segment",21.75,"No","Yes","Yes","Airways","No","Wealthy",6.14203740558736,1.88403474533723,5.75959553947541
"5683",0.47,32,"Medium_segment",48.22,"No","No","No","Roadways","No","Working Class",11.0834032922683,5.27842073483358,6.81004321696677
"5684",0.97,14,"Low_segment",13.95,"No","No","Yes","Roadways","No","Working Class",6.15697898558556,1.86717610851281,6.59571220561742
"5685",0.45,20,"Low_segment",24.21,"No","Yes","Yes","Airways","No","Working Class",7.86057078553866,1.60341984010854,5.37860619777684
"5686",0.48,12,"Medium_segment",21.04,"Yes","No","Yes","Waterways","No","Working Class",8.23774380389093,2.71667952780026,5.8024204445532
"5687",0.44,48,"Low_segment",65.58,"No","Yes","No","Airways","No","Working Class",8.84347078162738,2.68444033546308,6.83594773573478
"5688",0.42,19,"Medium_segment",14.4,"No","No","Yes","Roadways","No","Working Class",7.89692465626886,2.44927947214485,5.55477963305507
"5689",0.61,8,"Low_segment",21.35,"No","Yes","Yes","Airways","No","Wealthy",4.74493212836325,1.12817109090965,5.57177373173584
"5690",0.48,26,"Low_segment",11.81,"No","Yes","No","Roadways","No","Working Class",4.64439089914137,1.44926916028128,5.18738580584075
"5691",0.42,6,"Medium_segment",20.09,"No","No","No","Roadways","No","Working Class",8.02731225331902,1.77155676191054,5.32588389426584
"5692",0.19,21,"Low_segment",18.8,"No","No","No","Airways","Yes","Working Class",7.33302301438648,1.71739505393919,5.21275947818639
"5693",0.45,16,"High_segment",36.02,"No","No","No","Roadways","No","Working Class",11.107780305673,5.08555722061351,6.34271983118599
"5694",0.08,15,"Medium_segment",29.15,"Yes","No","No","Waterways","No","Working Class",8.76374072050946,1.25846098961001,5.2077359883168
"5695",0.5,10,"Medium_segment",24.84,"Yes","Yes","Yes","Airways","No","Wealthy",6.22059017009974,1.53901544813755,5.82614758912985
"5696",0.4,40,"Low_segment",13.73,"No","Yes","No","unknown","No","Working Class",8.38343320123671,2.26799364822443,5.95391843103401
"5697",0.26,23,"Low_segment",23.11,"No","Yes","No","Roadways","No","Working Class",7.38647084882989,1.62136648329937,5.33445641316391
"5698",0.62,34,"Low_segment",10.83,"No","Yes","Yes","unknown","No","Working Class",6.52649485957079,1.88706964903238,5.97492857846788
"5699",0.56,22,"unknown",10.28,"Yes","Yes","Yes","Airways","No","Wealthy",6.94119005506837,1.87487437593856,6.06159676928836
"5700",0.35,43,"Medium_segment",69.71,"No","Yes","No","Airways","No","Working Class",11.8693683819928,5.91967312045884,7.82803404805415
"5701",0.41,32,"Low_segment",11.18,"No","Yes","No","Roadways","No","Working Class",6.59304453414244,1.708377860289,5.20499520931666
"5702",0.81,18,"High_segment",61.85,"Yes","Yes","No","Airways","No","Working Class",12.4954457873179,6.98906794914261,8.97181030298401
"5703",0.69,21,"Medium_segment",91.67,"No","No","No","Roadways","No","Working Class",8.55545190353333,3.69137633431252,7.521631953644
"5704",0.38,19,"unknown",17.86,"No","Yes","No","unknown","No","Working Class",7.09090982207998,1.51512723296286,5.39080538598319
"5705",0.76,17,"High_segment",33.71,"No","No","Yes","Roadways","No","Working Class",11.2326293821517,5.22848485694936,7.05838835070242
"5706",0.28,33,"High_segment",53.9,"Yes","No","Yes","Waterways","No","Working Class",14.3339149898738,8.03427776249416,9.02623001623493
"5707",0.67,26,"High_segment",75.88,"No","No","No","Waterways","No","Working Class",15.4619295620861,9.47259155312692,10.0469132100857
"5708",0.64,25,"High_segment",53.8,"No","No","Yes","Roadways","No","Working Class",13.4646117570886,8.09980326443576,9.57629096377515
"5709",0.2,32,"Low_segment",11.93,"Yes","Yes","Yes","Airways","No","Wealthy",7.8739783796045,2.0906287310704,5.63895946861219
"5710",0.01,15,"Low_segment",24.77,"Yes","Yes","No","Airways","No","Wealthy",5.82008293035236,1.44691898293633,5.17065443505788
"5711",0.27,37,"Low_segment",12.19,"Yes","No","No","Waterways","No","Wealthy",7.56371966841437,1.92278773163446,5.30300635603417
"5712",0.44,22,"Low_segment",23.81,"No","Yes","No","unknown","No","Working Class",6.29341927884648,1.65822807660353,5.58432303461887
"5713",0.54,15,"Low_segment",11.75,"No","Yes","Yes","unknown","Yes","Wealthy",6.53958595561767,1.31372366828506,5.69669072084244
"5714",0.83,7,"High_segment",22.94,"No","Yes","No","Airways","No","Wealthy",7.68294316987829,2.55412171880947,6.12330388401329
"5715",0.44,34,"Medium_segment",30.81,"Yes","No","Yes","Airways","No","Working Class",10.057323897251,3.36106959057138,6.57920954447536
"5716",0.3,14,"High_segment",88.01,"Yes","Yes","Yes","Airways","No","Wealthy",11.116187167242,5.83930355320888,7.62839115943445
"5717",0.23,29,"unknown",46.21,"Yes","No","Yes","Airways","No","Working Class",13.9215223614881,6.22724787876863,8.91406952133758
"5718",0.45,29,"Medium_segment",98.17,"No","No","Yes","Roadways","No","Working Class",10.6536056293557,4.22654173183349,6.49443439490839
"5719",0.39,26,"Low_segment",23.47,"No","No","No","Roadways","No","Wealthy",6.0282785202307,1.72455071953461,5.67654830170243
"5720",0.85,19,"High_segment",66.49,"No","No","Yes","Airways","No","Working Class",14.2810573954514,9.57798868763971,10.5619620220845
"5722",0.08,24,"Low_segment",19.99,"No","No","No","Waterways","Yes","Wealthy",7.26473017792987,1.87487437593856,5.17851980309244
"5723",0.63,22,"High_segment",27.85,"Yes","Yes","No","Airways","No","Wealthy",12.0385825567401,7.05955748902601,8.66109438136101
"5724",0.62,5,"Medium_segment",11.16,"No","Yes","No","Roadways","No","Working Class",5.52545293913178,1.54543258245819,5.15294471353228
"5725",0.12,30,"High_segment",84.66,"No","No","No","Roadways","No","Working Class",13.0307326202149,6.37570601876452,7.55227403229253
"5726",0.08,10,"High_segment",88.15,"No","Yes","No","unknown","No","Wealthy",8.74161592422883,2.90635446240277,6.18871576645624
"5727",0.45,3,"Medium_segment",21.37,"No","No","No","unknown","No","Working Class",3.91202300542815,1.4036429994545,5.23158978449733
"5729",0.45,21,"Low_segment",14.79,"No","No","No","unknown","Yes","Working Class",6.22257626807137,1.19088756477728,6.2544632256769
"5730",0.45,23,"Medium_segment",70.52,"No","Yes","No","Airways","No","Working Class",8.68879078484722,2.68444033546308,7.68677276909515
"5731",0.45,27,"Low_segment",22.76,"Yes","Yes","No","Airways","Yes","Wealthy",8.33110454805304,1.68268837417369,6.11877978440952
"5732",0.41,22,"Low_segment",21.21,"No","No","No","Airways","No","Working Class",8.02731225331902,1.73342389221509,5.46831327365135
"5733",0.79,11,"unknown",21.89,"Yes","Yes","Yes","unknown","Yes","Working Class",5.68017260901707,1.74745921033147,6.16785186441374
"5734",0.69,32,"High_segment",56.57,"No","No","Yes","Roadways","No","Working Class",12.0410918646321,6.50449773241597,9.43711332902206
"5735",0.15,12,"Medium_segment",19.31,"No","No","No","Roadways","No","Working Class",7.87625888230323,1.65822807660353,5.32976758282128
"5737",0.3,10,"Low_segment",13.31,"Yes","No","Yes","Waterways","Yes","Working Class",5.87211778947542,1.54756250871601,5.09295233658547
"5738",0.22,18,"High_segment",97.86,"No","No","Yes","unknown","No","Wealthy",8.02731225331902,6.15570699050203,7.42244542585028
"5739",0.17,17,"Low_segment",23.43,"Yes","No","No","Waterways","Yes","Working Class",7.49720722320332,2.01223279198639,5.30026546776605
"5740",0.6,9,"Low_segment",12.79,"No","No","Yes","Airways","Yes","Working Class",4.98360662170834,1.88403474533723,5.6205457827524
"5741",0.45,20,"Medium_segment",33.45,"No","No","No","unknown","No","Working Class",10.7058702313022,4.63841151976789,5.99438527761896
"5742",0.22,37,"unknown",45.11,"Yes","No","No","unknown","No","Working Class",10.3272508889257,4.50092016461429,6.79729288194338
"5743",0.91,8,"High_segment",13.05,"No","No","No","Roadways","No","Working Class",8.18311807939475,1.66770682055808,5.90995618255061
"5744",0.15,6,"High_segment",15.5,"No","No","No","Airways","No","Working Class",7.8815599170569,1.7404661748405,5.1389698733139
"5745",0.41,37,"Medium_segment",35.77,"No","Yes","Yes","Airways","No","Wealthy",11.2523525949971,5.49712724084679,7.75717944859935
"5746",0.99,8,"Medium_segment",20.55,"No","Yes","Yes","unknown","No","Wealthy",5.97380961186926,1.65249740189455,6.42564667931364
"5747",0.64,26,"Medium_segment",53.72,"Yes","No","No","Waterways","No","Working Class",9.05017161982336,3.9088178744792,6.93336454448856
"5748",0.18,19,"Low_segment",10.88,"No","No","No","Roadways","Yes","Working Class",5.70044357339069,1.7561322915849,4.92710874711796
"5750",0.09,20,"High_segment",42.16,"No","No","Yes","unknown","No","Working Class",14.9846931400017,9.45685976688184,9.7484523149363
"5751",0.25,19,"Low_segment",21.38,"No","Yes","No","Roadways","Yes","Working Class",7.50549227473742,1.95018670582257,5.38353129576252
"5752",0.39,38,"Medium_segment",75.96,"Yes","No","No","Waterways","No","Working Class",10.7945630352692,4.72526166624591,6.74082664099566
"5753",0.36,19,"Medium_segment",78.33,"No","No","Yes","Airways","No","Working Class",8.74241458252541,3.66867674679642,6.63525077563009
"5754",0.84,6,"High_segment",21.04,"Yes","No","Yes","Waterways","No","Working Class",7.82084087990734,2.53923699433305,6.04550282059085
"5755",0.23,26,"Low_segment",14.39,"No","No","Yes","Waterways","No","Working Class",6.47697236288968,1.67147330335355,5.00849968196583
"5756",0.76,15,"High_segment",30.8,"No","No","Yes","Roadways","No","Working Class",10.6243714880677,4.96897961882742,6.9701759340237
"5757",0.45,31,"Medium_segment",64.83,"No","Yes","Yes","Roadways","No","Wealthy",8.02731225331902,4.33781347999756,7.41670314085624
"5758",0.23,11,"Low_segment",18.96,"No","No","No","Roadways","No","Working Class",5.71373280550937,1.35583515363518,5.01442809233495
"5759",0.41,30,"Medium_segment",42.16,"No","No","Yes","Roadways","No","Working Class",10.2085428330453,3.8146306594195,6.57577294763378
"5760",0.47,5,"Low_segment",19.45,"Yes","Yes","No","Airways","Yes","Wealthy",3.80666248977032,1.48387468945875,5.49786470400706
"5761",0.67,18,"Low_segment",10.78,"No","Yes","No","Airways","No","Wealthy",5.74300318780948,1.78507048107726,5.7408534428653
"5763",0.39,19,"Low_segment",24.47,"No","Yes","No","Roadways","Yes","Wealthy",6.87935580446044,1.72455071953461,5.78046569942716
"5764",0.28,22,"High_segment",33.55,"No","Yes","No","Airways","No","Working Class",12.0459919176721,4.82743334987499,7.02819256677048
"5766",0.33,16,"Low_segment",14.9,"No","No","No","Waterways","No","Working Class",6.30809844150953,1.92424865227413,5.0368227238499
"5767",0.26,30,"Medium_segment",28.96,"Yes","Yes","No","Airways","No","Wealthy",9.17730051789798,1.83418018511201,5.99841533431975
"5768",0.45,19,"Low_segment",18.05,"No","Yes","No","unknown","Yes","Working Class",8.02731225331902,2.09433015417359,6.17823452830783
"5769",0.02,18,"Medium_segment",69.76,"No","No","Yes","unknown","No","Working Class",9.54043517305957,2.97705900828837,5.75520409414307
"5770",0.61,27,"Low_segment",15.04,"No","No","Yes","Roadways","No","Working Class",7.61972421378267,1.92570744173779,6.09600472638191
"5771",0.45,12,"High_segment",34.29,"No","No","No","Roadways","No","Working Class",9.37610901542907,3.31200180285768,6.04227647565759
"5772",0.28,11,"High_segment",81.31,"No","No","No","unknown","No","Working Class",8.02731225331902,1.94591014905531,6.28969701786119
"5774",0.02,32,"High_segment",37.04,"No","No","Yes","Waterways","No","Working Class",13.6859381752505,7.10337140341409,7.35791328000717
"5775",0.77,6,"Low_segment",24.17,"No","No","No","Roadways","No","Working Class",4.12713438504509,1.48387468945875,5.73016471593032
"5776",0.48,22,"unknown",14.94,"No","Yes","Yes","unknown","No","Working Class",7.20191631753163,1.90954250488444,5.78717341688503
"5777",0.45,37,"Low_segment",11.5,"No","Yes","No","Airways","No","Working Class",7.27447955877387,2.089391872533,5.76728921368964
"5779",0.76,37,"Low_segment",13.28,"No","Yes","No","Roadways","No","Wealthy",7.62705741701893,1.91985947185537,6.54092898398703
"5780",0.32,9,"Medium_segment",14.13,"Yes","Yes","No","Airways","No","Wealthy",6.14418563412565,1.79175946922805,5.29516239485474
"5781",0.65,20,"High_segment",30.1,"No","No","No","unknown","No","Working Class",12.3874687742476,7.10291902078939,7.95972309982706
"5782",0.63,30,"Medium_segment",73.67,"Yes","No","No","Waterways","No","Wealthy",10.3627461602457,4.91808131248565,7.50785471849201
"5783",0.31,11,"High_segment",52.09,"Yes","No","No","Waterways","No","Working Class",9.54795481317617,4.35683702360022,6.67039869941574
"5784",0.39,29,"Medium_segment",31.58,"No","No","No","Waterways","No","Working Class",10.4844733662077,4.39346101229954,6.86098856625335
"5785",0.71,29,"High_segment",96.27,"No","No","No","unknown","No","Working Class",8.02731225331902,8.60476624396994,10.9069179031766
"5786",0.21,24,"unknown",23.35,"Yes","No","No","unknown","No","Working Class",5.11198778835654,1.11185751541813,5.2709461697519
"5787",0.05,32,"Low_segment",12.16,"No","No","No","Waterways","No","Working Class",6.62406522779989,1.84213567655312,4.52320062312084
"5788",0.45,7,"Low_segment",19.42,"Yes","No","Yes","Waterways","Yes","Working Class",4.52178857704904,1.42551507427317,4.9635436865624
"5789",0.88,45,"Medium_segment",93.22,"Yes","No","No","Waterways","No","Working Class",10.2993735941973,4.82518885995478,8.44606876406307
"5790",0.13,9,"High_segment",31.56,"No","Yes","No","Airways","No","Wealthy",8.53934599605737,1.21787570949493,5.65522228404082
"5791",0.51,4,"High_segment",21.57,"No","No","Yes","Waterways","No","Working Class",6.5792512120101,1.65249740189455,5.60104813720134
"5792",0.52,28,"High_segment",70.04,"No","No","No","Roadways","No","Wealthy",14.023119672285,8.03174612378933,9.5785278911751
"5793",0.78,6,"Low_segment",10.31,"No","No","No","Waterways","Yes","Working Class",4.69134788222914,1.84530023615608,5.64943187990612
"5794",0.72,20,"Medium_segment",15.23,"No","Yes","No","Airways","No","Working Class",8.02731225331902,1.84213567655312,5.72100006427327
"5795",0.45,12,"Medium_segment",20.77,"No","No","No","Waterways","No","Working Class",7.10496544826984,1.66959183525385,5.24802357249357
"5796",0.11,37,"High_segment",86.37,"No","No","No","unknown","Yes","Working Class",14.4170121857643,8.84388922488032,9.43038793566278
"5797",0.42,21,"Low_segment",19.72,"No","Yes","Yes","Airways","No","Wealthy",7.19743535409659,1.7404661748405,5.75602698316279
"5798",0.45,23,"Medium_segment",32.61,"No","Yes","No","Airways","No","Working Class",9.80145482697098,3.76815263500844,6.04949757835859
"5799",0.96,30,"Medium_segment",55.82,"Yes","No","Yes","unknown","No","Wealthy",8.81031046635796,3.06385810260159,7.95060817472401
"5800",0.24,31,"High_segment",99.56,"No","No","Yes","Airways","No","Working Class",12.7461269199563,6.64223905229668,8.3717488346618
"5801",0.91,27,"High_segment",97.88,"No","No","No","Roadways","No","Wealthy",12.6622688900447,7.06363018576111,8.60817401305933
"5802",0.17,20,"unknown",13.14,"No","No","No","Airways","No","Working Class",3.2188758248682,1.73165554515835,4.8069675192827
"5803",0.44,36,"Low_segment",21.13,"No","No","No","Waterways","No","Working Class",7.94449216393216,1.89911798754855,5.65062779985168
"5804",0.72,9,"Low_segment",24.5,"Yes","Yes","No","Airways","No","Working Class",4.43081679884331,1.8229350866965,6.1362789218154
"5805",0.45,40,"unknown",36.88,"No","Yes","No","Airways","No","Wealthy",11.3882575327125,4.91595824715435,7.12912926553975
"5806",0.92,31,"Low_segment",41.73,"Yes","Yes","Yes","Airways","Yes","Working Class",8.57734711423598,1.92570744173779,7.96600033082315
"5807",0.57,15,"Low_segment",14.98,"No","Yes","No","Airways","Yes","Working Class",6.78784498230958,1.78170913337455,5.72821489079679
"5808",0.29,43,"Low_segment",10.01,"No","Yes","No","Airways","Yes","Wealthy",7.84698098213879,1.67896397508271,5.59782919075339
"5810",0.78,31,"unknown",27,"Yes","No","No","Waterways","No","Working Class",13.001877943557,7.46089298653374,8.18608573857409
"5811",0.37,26,"High_segment",92.59,"Yes","No","Yes","Waterways","No","Working Class",13.858179166443,8.03685150816242,9.15353824759878
"5812",0.84,9,"Low_segment",18.88,"Yes","No","Yes","Waterways","No","Working Class",4.99721227376411,1.7630170003624,5.87130055422118
"5813",0.34,28,"Low_segment",15.24,"No","Yes","No","Airways","No","Wealthy",6.55961523749324,1.40609698841607,5.24707670235444
"5814",0.45,39,"Low_segment",19.46,"No","No","Yes","Airways","No","Working Class",6.59714570188665,1.68082790852077,6.16569092618758
"5815",0.37,4,"Medium_segment",14.08,"No","Yes","No","Airways","No","Wealthy",4.58496747867057,1.74221902366792,5.24005245841606
"5816",0.3,19,"Low_segment",13.79,"No","No","No","Roadways","No","Working Class",6.31173480915291,1.88555334851442,5.03050327873372
"5817",0.32,9,"Medium_segment",20.15,"No","No","Yes","Roadways","No","Working Class",8.02731225331902,1.3609765531356,5.3419514035681
"5818",0.45,9,"Low_segment",22.96,"No","Yes","No","Airways","No","Working Class",4.7361984483945,1.91250108692418,5.35190552571797
"5819",0.85,37,"Medium_segment",85.72,"Yes","Yes","Yes","Airways","No","Working Class",9.65848175436478,3.23198946401358,8.21627186552993
"5820",0.45,20,"unknown",20.42,"Yes","No","No","Airways","No","Working Class",3.29583686600433,1.84530023615608,6.09011006756542
"5821",0.74,31,"Medium_segment",16.55,"Yes","No","No","Waterways","No","Working Class",8.09468364869882,3.43140322371922,6.41984833759871
"5822",0.32,22,"High_segment",58.92,"No","No","Yes","Roadways","No","Working Class",11.548205732447,4.94085639948834,6.87323629535526
"5823",0.45,24,"Low_segment",12.96,"No","No","Yes","unknown","No","Wealthy",7.19443685110033,2.31055326264322,5.76863344697582
"5824",0.16,52,"Low_segment",80.44,"No","Yes","Yes","Airways","Yes","Wealthy",10.3045764322433,3.81087582342319,7.36400221736905
"5825",0.55,30,"Low_segment",22.37,"No","No","Yes","unknown","No","Working Class",8.489616423646,2.58550584834412,6.25828042687838
"5826",0.41,26,"Low_segment",20.26,"Yes","Yes","Yes","Airways","No","Wealthy",5.80211837537706,1.87180217690159,5.7412067033022
"5827",0.57,9,"Low_segment",12.07,"No","No","No","unknown","Yes","Working Class",5.94542060860658,1.24703229378638,5.20455598673356
"5828",0.45,25,"Medium_segment",98.92,"Yes","No","Yes","unknown","No","Working Class",8.02731225331902,4.09600984154116,7.03152922215068
"5829",0.49,36,"Low_segment",63.65,"No","No","Yes","unknown","Yes","Working Class",8.75904072752422,2.27109442590267,6.95394205728145
"5830",0.15,33,"Medium_segment",75.42,"Yes","No","Yes","Waterways","No","Working Class",10.5154246776705,3.07408123996497,6.27547739618538
"5831",0.71,13,"High_segment",85.37,"No","No","No","Roadways","No","Working Class",11.617609752037,5.20877551788654,7.26477916203453
"5832",0.21,22,"Medium_segment",24.8,"No","No","Yes","unknown","No","Working Class",7.93630269320196,1.35840915763035,5.46417073063468
"5833",0.5,20,"unknown",14.74,"No","No","No","unknown","Yes","Working Class",7.66246781520024,1.97823903617067,5.62018345077989
"5834",0.31,31,"Low_segment",87.43,"No","No","Yes","Waterways","Yes","Working Class",8.88751459738882,3.53193320365121,6.8302909111984
"5835",0.11,26,"Low_segment",16.11,"No","Yes","No","unknown","No","Wealthy",5.88610403145016,1.79175946922805,5.03760174232607
"5837",0.45,33,"Low_segment",13.55,"No","Yes","Yes","unknown","No","Wealthy",6.36818718635049,1.55814461804655,5.37091705896238
"5838",0.41,42,"Low_segment",10.78,"Yes","No","No","Airways","No","Wealthy",7.04141166379481,1.86097453824953,5.45296792141695
"5839",0.74,32,"Low_segment",18.41,"Yes","No","No","Waterways","No","Wealthy",6.96696713861398,2.2170272046324,7.19096988715927
"5840",0.47,20,"Low_segment",23.18,"No","No","Yes","Roadways","Yes","Working Class",5.30330490805908,1.54543258245819,5.35606727208894
"5841",0.01,31,"Medium_segment",46.73,"Yes","No","Yes","Airways","No","Working Class",10.7435449784107,4.41340417036614,6.14510795543766
"5842",0.66,13,"Low_segment",11.07,"No","No","Yes","unknown","Yes","Working Class",7.15226885603254,1.49514876603197,5.48732485593256
"5843",0.4,19,"unknown",64.65,"Yes","Yes","No","Airways","No","Working Class",13.4795593855655,7.6242820153286,9.23094659786913
"5844",0.36,15,"Low_segment",15.96,"No","No","Yes","Roadways","No","Working Class",6.27476202124194,1.22082992139236,5.18894882949267
"5845",0.45,14,"Medium_segment",23.86,"No","Yes","Yes","unknown","No","Working Class",8.02731225331902,2.4932054526027,5.88412986183681
"5846",0.82,16,"Low_segment",11.85,"No","No","Yes","Airways","Yes","Working Class",6.0137151560428,1.24415459395877,5.73006731491403
"5847",0.89,32,"Low_segment",11.59,"No","No","No","Roadways","No","Working Class",6.21060007702465,1.93585981320181,6.53208680890801
"5848",0.11,16,"Low_segment",11.7,"No","No","Yes","Roadways","Yes","Working Class",6.83947643822884,1.3609765531356,4.9592718218077
"5849",0.36,8,"Low_segment",19.82,"No","No","Yes","Roadways","No","Working Class",3.97029191355212,1.7227665977411,5.14294927931434
"5850",0.78,33,"Low_segment",14.45,"Yes","No","Yes","unknown","No","Working Class",5.77765232322266,1.12167756159911,6.11886782614136
